pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
0.074,0.094,-1,1.75,1.36,Tue May 01 18:03:05 2018,treebag,1,1,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.907,0.7837,random,312,11,cv,10,10,NA,5,none
0.515,0.521,0.425,0.96,0.724,Tue May 01 18:03:53 2018,widekernelpls,1,1,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.907,0.7837,random,312,8,cv,10,10,NA,5,2
0.199,0.297,0.597,1.36,1.17,Tue May 01 18:04:37 2018,xgbLinear,1,1,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.907,0.7837,random,312,42,cv,10,10,NA,5,88,0.125725449930672,0.00401320350314087,0.393981784349307
0.242,0.258,0.589,1.42,1.1,Tue May 01 18:08:12 2018,xgbTree,1,1,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.907,0.7837,random,312,204,cv,10,10,NA,5,461,1,0.191347216843162,0.258373413234949,0.570370440930128,9,0.680295581463724
NA,NA,0.644,NA,NA,Tue May 01 18:08:45 2018,xyf,1,1,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.907,0.7837,random,312,23,cv,10,10,NA,5,2,19,0.900057573574595,hexagonal
-4.114,-2.935,7.4,7.54,7.29,Tue May 01 18:09:39 2018,avNNet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,48,cv,10,10,NA,5,12,5.79727522691507e-05,FALSE
Fail,Fail,Fail,Fail,Fail,Tue May 01 18:09:52 2018,bag,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,9
0.471,0.492,1.04,0.971,0.751,Tue May 01 18:13:36 2018,bagEarth,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,223,cv,10,10,NA,5,8,1
0.446,0.493,-1,0.97,0.788,Tue May 01 18:15:16 2018,bagEarthGCV,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,28,cv,10,10,NA,5,1
Fail,Fail,Fail,Fail,Fail,Tue May 01 18:54:11 2018,bartMachine,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,2275
0.449,0.472,-1,1.01,0.783,Tue May 01 18:54:26 2018,bayesglm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,13,cv,10,10,NA,5,none
0.481,0.499,0.946,0.958,0.737,Tue May 01 18:54:55 2018,blasso,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,28,cv,10,10,NA,5,0.170058289077133
0.478,0.497,-1,0.961,0.741,Tue May 01 18:55:12 2018,blassoAveraged,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,15,cv,10,10,NA,5,none
0.475,0.497,-1,0.962,0.745,Tue May 01 18:55:24 2018,bridge,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,11,cv,10,10,NA,5,none
0.108,0.218,1.58,1.5,1.27,Tue May 01 18:58:43 2018,BstLm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,197,cv,10,10,NA,5,265,0.437179313935107
0.149,0.224,1.4,1.48,1.21,Tue May 01 18:59:09 2018,cforest,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,24,cv,10,10,NA,5,9
0.04,0.115,1.79,1.69,1.37,Tue May 01 18:59:21 2018,ctree,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,11,cv,10,10,NA,5,0.429099764674902
0.04,0.112,1.75,1.7,1.37,Tue May 01 18:59:33 2018,ctree2,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,10,cv,10,10,NA,5,3,0.793692131293938
0.444,0.484,0.934,0.987,0.79,Tue May 01 19:00:52 2018,cubist,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,79,cv,10,10,NA,5,93,0
-0.731,-0.558,2.34,2.98,2.47,Tue May 01 19:01:09 2018,dnn,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,14,cv,10,10,NA,5,12,15,2,0.539444414083846,0.64428432174027
0.416,0.436,1.07,1.08,0.832,Tue May 01 19:01:21 2018,earth,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,11,cv,10,10,NA,5,8,1
0.449,0.472,0.946,1.01,0.783,Tue May 01 19:01:29 2018,elm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,6,cv,10,10,NA,5,10,purelin
0.468,0.49,0.944,0.974,0.755,Tue May 01 19:01:38 2018,enet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,7,cv,10,10,NA,5,0.939908119849861,0.00182710842255661
-0.103,0.018,1.86,1.88,1.57,Tue May 01 19:05:41 2018,evtree,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,241,cv,10,10,NA,5,1.68023315630853
0.228,0.305,1.32,1.33,1.1,Tue May 01 19:08:00 2018,extraTrees,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,137,cv,10,10,NA,5,6,4
0.45,0.473,0.945,1.01,0.781,Tue May 01 19:08:10 2018,foba,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,7,cv,10,10,NA,5,9,0.00182710842255661
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:08:24 2018,gam,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,12
0.487,0.503,1.11,0.95,0.728,Tue May 01 19:10:29 2018,gamboost,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,124,cv,10,10,NA,5,430,yes
0.463,0.488,0.942,0.978,0.762,Tue May 01 19:10:54 2018,gamSpline,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,24,cv,10,10,NA,5,1.27912535681389
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:11:05 2018,gaussprLinear,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,8
0.468,0.49,0.943,0.975,0.756,Tue May 01 19:11:15 2018,gaussprPoly,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,9,cv,10,10,NA,5,1,0.402444968702289
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:11:29 2018,gaussprRadial,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,12
0.057,0.181,1.5,1.57,1.34,Tue May 01 19:12:02 2018,gbm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,33,cv,10,10,NA,5,1279,8,0.249086693497375,10
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:16:01 2018,gbm_h2o,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,236
0.416,0.436,-1,1.08,0.832,Tue May 01 19:16:06 2018,gcvEarth,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,1
0.449,0.472,-1,1.01,0.783,Tue May 01 19:16:12 2018,glm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,none
0.468,0.466,0.936,1.02,0.757,Tue May 01 19:16:18 2018,glm.nb,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,6,cv,10,10,NA,5,sqrt
0.458,0.481,0.944,0.991,0.769,Tue May 01 19:16:40 2018,glmboost,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,21,cv,10,10,NA,5,377,no
0.452,0.475,0.945,1,0.778,Tue May 01 19:16:50 2018,glmnet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,8,cv,10,10,NA,5,0.429099764674902,0.00345183442521396
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:20:41 2018,glmnet_h2o,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,230
0.446,0.468,-1,1.02,0.787,Tue May 01 19:20:51 2018,glmStepAIC,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,9,cv,10,10,NA,5,none
0.449,0.472,0.946,1.01,0.783,Tue May 01 19:21:14 2018,icr,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,21,cv,10,10,NA,5,9
0.449,0.473,0.944,1.01,0.783,Tue May 01 19:21:19 2018,kernelpls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,4
0.269,0.294,1.54,1.35,1.04,Tue May 01 19:21:31 2018,kknn,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,11,cv,10,10,NA,5,14,2.18453746545129,rectangular
0.228,0.239,1.58,1.45,1.1,Tue May 01 19:21:37 2018,knn,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,5,cv,10,10,NA,5,10
-0.001,-0.002,1.79,1.92,1.43,Tue May 01 19:21:46 2018,krlsPoly,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,8,cv,10,10,NA,5,0.993134279715839,3
0.468,0.489,0.946,0.977,0.756,Tue May 01 19:22:08 2018,krlsRadial,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,21,cv,10,10,NA,5,0.00139797312781657,2751.14930465398
0.449,0.472,0.945,1.01,0.783,Tue May 01 19:22:15 2018,lars,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,5,cv,10,10,NA,5,0.999401594512165
0.463,0.486,0.944,0.983,0.763,Tue May 01 19:22:21 2018,lars2,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,5,cv,10,10,NA,5,9
0.449,0.472,0.945,1.01,0.783,Tue May 01 19:22:33 2018,lasso,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,10,cv,10,10,NA,5,0.999401594512165
0.457,0.484,0.934,0.987,0.771,Tue May 01 19:22:38 2018,leapBackward,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,4
0.457,0.484,0.934,0.987,0.771,Tue May 01 19:22:44 2018,leapForward,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,4
0.457,0.484,0.934,0.987,0.771,Tue May 01 19:22:49 2018,leapSeq,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,4
0.449,0.472,-1,1.01,0.783,Tue May 01 19:22:54 2018,lm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,3,cv,10,10,NA,5,TRUE
0.446,0.468,-1,1.02,0.787,Tue May 01 19:23:03 2018,lmStepAIC,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,8,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,PackageFail,Tue May 01 19:23:22 2018,logicBag,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,19
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:23:35 2018,logreg,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,6
0.446,0.468,0.985,1.02,0.787,Tue May 01 19:24:02 2018,M5,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,26,cv,10,10,NA,5,Yes,Yes,Yes
0.446,0.468,0.985,1.02,0.787,Tue May 01 19:24:20 2018,M5Rules,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,18,cv,10,10,NA,5,Yes,Yes
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:24:26 2018,mlpKerasDecay,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,4
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:24:30 2018,mlpKerasDropout,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,4
0.451,0.483,0.988,0.988,0.78,Tue May 01 19:25:04 2018,msaenet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,32,cv,10,10,NA,5,0.107826945069246,10,3.11964738450479
Fail,Fail,Fail,Fail,PackageFail,Tue May 01 19:25:18 2018,mxnet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,13
Fail,Fail,Fail,Fail,PackageFail,Tue May 01 19:25:32 2018,mxnetAdam,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,13
-4.114,-2.935,7.4,7.54,7.29,Tue May 01 19:25:44 2018,nnet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,11,cv,10,10,NA,5,12,5.79727522691507e-05
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:25:58 2018,nnls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,7
0,0,-1,1.91,1.42,Tue May 01 19:26:03 2018,null,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:26:13 2018,ordinalNet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,10
0.183,0.268,1.38,1.4,1.16,Tue May 01 19:26:36 2018,parRF,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,22,cv,10,10,NA,5,9
-4.114,-2.935,7.4,7.54,7.29,Tue May 01 19:26:49 2018,pcaNNet,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,12,cv,10,10,NA,5,12,5.79727522691507e-05
0.094,0.224,1.51,1.48,1.29,Tue May 01 19:26:54 2018,pcr,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,4,cv,10,10,NA,5,8
Fail,Fail,Fail,Fail,PackageFail,Tue May 01 19:27:08 2018,pls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,13
0.445,0.473,0.963,1.01,0.788,Tue May 01 19:28:02 2018,plsRglm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,47,cv,10,10,NA,5,5,0.123975873086602
0.44,0.447,0.993,1.06,0.795,Tue May 01 19:28:12 2018,ppr,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,9,cv,10,10,NA,5,1
Fail,Fail,Fail,Fail,PackageFail,Tue May 01 19:28:26 2018,pythonKnnReg,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,13
-0.511,-0.287,2.53,2.46,2.15,Tue May 01 19:29:18 2018,qrf,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.914,1.83,random,296,44,cv,10,10,NA,5,6
Fail,Fail,Fail,Fail,Fail,Tue May 01 19:29:41 2018,ranger,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,21
0.41,0.36,1.54,1.22,0.907,Tue May 01 23:26:16 2018,Rborist,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,405,cv,10,10,NA,5,4
0.501,0.499,1.15,0.957,0.767,Tue May 01 23:26:31 2018,relaxo,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,11,cv,10,10,NA,5,90.5423034867248,0.317705857334659
0.421,0.364,1.54,1.22,0.889,Tue May 01 23:26:58 2018,rf,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,25,cv,10,10,NA,5,5
0.543,0.541,1.04,0.877,0.702,Tue May 01 23:27:06 2018,ridge,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,6,cv,10,10,NA,5,0.0291684216623877
0.592,0.579,1.02,0.805,0.628,Tue May 01 23:27:13 2018,rlm,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,5,cv,10,10,NA,5,FALSE,psi.huber
0.2,0.111,1.82,1.7,1.23,Tue May 01 23:27:19 2018,rpart,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,4,cv,10,10,NA,5,0.0200714842461704
0.174,0.106,-1,1.71,1.27,Tue May 01 23:27:24 2018,rpart1SE,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,3,cv,10,10,NA,5,none
0.069,0.012,1.76,1.89,1.43,Tue May 01 23:27:31 2018,rpart2,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,4,cv,10,10,NA,5,1
0.57,0.556,0.982,0.849,0.66,Tue May 01 23:27:40 2018,rqlasso,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,7,cv,10,10,NA,5,0.0291684216623877
0.548,0.542,0.966,0.875,0.695,Tue May 01 23:27:48 2018,rqnc,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,5,cv,10,10,NA,5,0.0879923033337453,SCAD
0.49,0.434,1.47,1.08,0.784,Tue May 01 23:29:00 2018,RRF,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,64,cv,10,10,NA,5,8,0.455833817599341,0.663440348347649
0.409,0.357,1.54,1.23,0.908,Tue May 01 23:29:32 2018,RRFglobal,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,29,cv,10,10,NA,5,4,0.317705857334659
0.582,0.571,-1,0.82,0.642,Tue May 01 23:29:39 2018,rvmLinear,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,4,cv,10,10,NA,5,none
0.537,0.533,1.07,0.892,0.711,Tue May 01 23:29:52 2018,rvmPoly,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,11,cv,10,10,NA,5,4.71231194393967e-05,1
-3.773,-3.072,7.06,7.82,7.36,Tue May 01 23:30:12 2018,rvmRadial,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,18,cv,10,10,NA,5,0.363713462094837
0.371,0.3,1.69,1.34,0.967,Tue May 01 23:34:56 2018,SBC,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,281,nohyperparameters,4,10,no rep,no min,1,0.5,0
0.545,0.544,1.04,0.873,0.7,Tue May 01 23:35:03 2018,simpls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,4,cv,10,10,NA,5,4
0.54,0.539,1.03,0.882,0.707,Tue May 01 23:36:00 2018,spikeslab,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,55,cv,10,10,NA,5,8
0.542,0.54,1.04,0.881,0.704,Tue May 01 23:36:11 2018,spls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,7,cv,10,10,NA,5,4,0.134646806400269,0.109209935297258
-4.492,-3.518,8.35,8.67,8.47,Tue May 01 23:36:18 2018,superpc,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,5,cv,10,10,NA,5,0.900536485947669,1
Fail,Fail,Fail,Fail,Fail,Tue May 01 23:36:24 2018,svmBoundrangeString,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,3
Fail,Fail,Fail,Fail,Fail,Tue May 01 23:36:30 2018,svmExpoString,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,3
0.561,0.561,1.01,0.838,0.675,Tue May 01 23:38:44 2018,svmLinear,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,131,cv,10,10,NA,5,0.0588680489048405
0.561,0.561,1.01,0.838,0.675,Tue May 01 23:41:04 2018,svmLinear2,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,138,cv,10,10,NA,5,0.0588680489048405
0.579,0.571,1.01,0.821,0.647,Tue May 01 23:41:18 2018,svmLinear3,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,10,cv,10,10,NA,5,2.92758237507479,L2
0.584,0.581,1.02,0.801,0.639,Tue May 01 23:51:35 2018,svmPoly,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,614,cv,10,10,NA,5,3,0.00260848738125137,30.9443738624865
0.018,0.021,1.8,1.88,1.51,Tue May 01 23:51:44 2018,svmRadial,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,6,cv,10,10,NA,5,0.0246868672400327,0.316864275888543
0.002,0.007,1.8,1.9,1.54,Tue May 01 23:51:52 2018,svmRadialCost,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,6,cv,10,10,NA,5,0.0588680489048405
0.018,0.021,1.8,1.88,1.51,Tue May 01 23:52:01 2018,svmRadialSigma,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,6,cv,10,10,NA,5,0.0246868672400327,0.316864275888543
Fail,Fail,Fail,Fail,Fail,Tue May 01 23:52:07 2018,svmSpectrumString,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,4
0.365,0.304,-1,1.33,0.978,Tue May 01 23:52:18 2018,treebag,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,8,cv,10,10,NA,5,none
0.545,0.544,1.04,0.873,0.7,Tue May 01 23:52:55 2018,widekernelpls,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,5,cv,10,10,NA,5,4
0.569,0.502,1.6,0.951,0.661,Tue May 01 23:53:27 2018,xgbLinear,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,29,cv,10,10,NA,5,67,0.199577201234577,0.00190181858889786,0.777945755515248
0.458,0.417,1.46,1.12,0.834,Tue May 01 23:56:31 2018,xgbTree,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,182,cv,10,10,NA,5,658,8,0.0525330852398183,2.81283430755138,0.696049793343991,7,0.498994827270508
NA,NA,1.71,NA,NA,Tue May 01 23:56:50 2018,xyf,1,2,sparsity 2 row center,ignore,none,YeoJohnson,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,15,cv,10,10,NA,5,4,10,0.734463949585333,hexagonal
-3.786,-2.969,7.38,7.62,7.38,Tue May 01 23:57:30 2018,avNNet,1,2,sparsity 2 row center,ignore,none,quantile,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,38,cv,10,10,NA,5,19,1.44153367169948e-05,TRUE
Fail,Fail,Fail,Fail,Fail,Tue May 01 23:57:37 2018,bag,1,2,sparsity 2 row center,ignore,none,quantile,ALTA,15th10hp10cv,1,5,6
0.563,0.57,1.22,0.822,0.671,Wed May 02 00:00:14 2018,bagEarth,1,2,sparsity 2 row center,ignore,none,quantile,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,155,cv,10,10,NA,5,14,1
0.542,0.588,-1,0.789,0.704,Wed May 02 00:01:28 2018,bagEarthGCV,1,2,sparsity 2 row center,ignore,none,quantile,ALTA,15th10hp10cv,1,5,1.917,1.83,random,292,20,cv,10,10,NA,5,1
0.427,0.435,1.18,1.17,0.953,Wed May 02 08:42:54 2018,bartMachine,1,2,sparsity 2 row center,ignore,none,quantile,ALTA,15th10hp10cv,1,5,2.072,1.788,random,253,261,cv,10,10,NA,5,33,1.70344425598159,0.958808214217424,3.0228972369805,4.09994571469724
