-0.001,-0.004,-1,0.961,0.777,Wed Aug 09 23:59:07 2017,lmStepAIC,8,1,just random,ignore,none,range01,0.9568101405,random,488,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:10 2017,logicBag,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:14 2017,logreg,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:15 2017,M5,8,1,just random,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:15 2017,M5Rules,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:22 2017,msaenet,8,1,just random,ignore,none,range01,7,,,,,,,,,,,,,,,
-0.001,-0.004,1.213,0.961,0.777,Wed Aug 09 23:59:30 2017,nnet,8,1,just random,ignore,none,range01,0.9568101405,random,494,8,cv,5,6,1,5,15,1.2126074546,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:33 2017,nnls,8,1,just random,ignore,none,range01,2,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 09 23:59:34 2017,ordinalNet,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.002,0,1,0.957,0.777,Wed Aug 09 23:59:53 2017,parRF,8,1,just random,ignore,none,range01,0.9568101405,random,497,20,cv,5,6,1,5,1,,,,,,
-0.002,-0.005,0,0.961,0.777,Thu Aug 10 00:00:01 2017,pcaNNet,8,1,just random,ignore,none,range01,0.9568101405,random,498,7,cv,5,6,1,5,1,1.92497081083761e-05,,,,,
-0.001,-0.004,1,0.961,0.777,Thu Aug 10 00:00:03 2017,pcr,8,1,just random,ignore,none,range01,0.9568101405,random,499,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:00:10 2017,pls,8,1,just random,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:00:14 2017,plsRglm,8,1,just random,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.151,-0.147,1,1.097,0.893,Thu Aug 10 00:00:17 2017,ppr,8,1,just random,ignore,none,range01,0.9568101405,random,502,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:00:24 2017,pythonKnnReg,8,1,just random,ignore,none,range01,9,,,,,,,,,,,,,,,
-0.69,-0.631,2,1.561,1.311,Thu Aug 10 00:00:52 2017,qrf,8,1,just random,ignore,none,range01,0.9568101405,random,504,28,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:00:57 2017,qrnn,8,1,just random,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:00:58 2017,randomGLM,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.007,-0.005,1,0.962,0.781,Thu Aug 10 00:01:05 2017,ranger,8,1,just random,ignore,none,range01,0.9568101405,random,507,8,cv,5,6,1,5,1,,,,,,
-0.011,0.006,1,0.952,0.784,Thu Aug 10 00:03:55 2017,Rborist,8,1,just random,ignore,none,range01,0.9568101405,random,508,169,cv,5,6,1,5,1,,,,,,
-2.621,-2.101,65.361,2.967,2.808,Thu Aug 10 00:03:58 2017,relaxo,8,1,just random,ignore,none,range01,0.9568101405,random,509,3,cv,5,6,1,5,65.3614639766,0.3055817694,,,,,
-0.014,-0.009,2,0.966,0.786,Thu Aug 10 00:04:15 2017,rf,8,1,just random,ignore,none,range01,0.9568101405,random,510,17,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:04:19 2017,ridge,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:04:23 2017,rlm,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.024,-0.035,0.032,0.99,0.794,Thu Aug 10 00:04:25 2017,rpart,8,1,just random,ignore,none,range01,0.9568101405,random,513,2,cv,5,6,1,5,0.0318157863,,,,,,
0.008,-0.07,-1,1.024,0.769,Thu Aug 10 00:04:27 2017,rpart1SE,8,1,just random,ignore,none,range01,0.9568101405,random,514,2,cv,5,6,1,5,none,,,,,,
0.008,-0.07,10,1.024,0.769,Thu Aug 10 00:04:30 2017,rpart2,8,1,just random,ignore,none,range01,0.9568101405,random,515,2,cv,5,6,1,5,10,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:04:31 2017,rqlasso,8,1,just random,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:04:31 2017,rqnc,8,1,just random,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:05:38 2017,RRF,8,1,just random,ignore,none,range01,66,,,,,,,,,,,,,,,
-0.019,-0.007,0.306,0.964,0.79,Thu Aug 10 00:05:59 2017,RRFglobal,8,1,just random,ignore,none,range01,0.9568101405,random,519,20,cv,5,6,1,5,2,0.306057631,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:06:07 2017,rvmLinear,8,1,just random,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:06:51 2017,rvmPoly,8,1,just random,ignore,none,range01,43,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:07:21 2017,rvmRadial,8,1,just random,ignore,none,range01,30,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:07:25 2017,SBC,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.028,-0.027,2,0.982,0.797,Thu Aug 10 00:07:27 2017,simpls,8,1,just random,ignore,none,range01,0.9568101405,random,524,2,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:08:31 2017,spikeslab,8,1,just random,ignore,none,range01,64,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:08:35 2017,spls,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:08:38 2017,superpc,8,1,just random,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:08:39 2017,svmBoundrangeString,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:08:39 2017,svmExpoString,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,0.423,NA,NA,Thu Aug 10 00:08:47 2017,svmLinear,8,1,just random,ignore,none,range01,0.9568101405,random,530,8,cv,5,6,1,5,0.4227115161,,,,,,
-0.016,-0.016,0.073,0.972,0.788,Thu Aug 10 00:08:52 2017,svmLinear2,8,1,just random,ignore,none,range01,0.9568101405,random,531,5,cv,5,6,1,5,0.0729342802,,,,,,
-0.365,-0.34,NA,1.283,1.059,Thu Aug 10 00:09:04 2017,svmLinear3,8,1,just random,ignore,none,range01,0.9568101405,random,532,11,cv,5,6,1,5,2.810563767,L1,,,,,
NA,NA,0.045,NA,NA,Thu Aug 10 00:09:25 2017,svmPoly,8,1,just random,ignore,none,range01,0.9568101405,random,533,20,cv,5,6,1,5,1,0.3244717293,0.0447720346,,,,
NA,NA,0.183,NA,NA,Thu Aug 10 00:09:29 2017,svmRadial,8,1,just random,ignore,none,range01,0.9568101405,random,534,4,cv,5,6,1,5,0.6569377089,0.1831712243,,,,,
NA,NA,2.806,NA,NA,Thu Aug 10 00:09:33 2017,svmRadialCost,8,1,just random,ignore,none,range01,0.9568101405,random,535,4,cv,5,6,1,5,2.8061741357,,,,,,
NA,NA,0.084,NA,NA,Thu Aug 10 00:09:37 2017,svmRadialSigma,8,1,just random,ignore,none,range01,0.9568101405,random,536,4,cv,5,6,1,5,7.141112503,0.0838568453,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:09:37 2017,svmSpectrumString,8,1,just random,ignore,none,range01,0,,,,,,,,,,,,,,,
-0.023,-0.02,-1,0.976,0.793,Thu Aug 10 00:09:43 2017,treebag,8,1,just random,ignore,none,range01,0.9568101405,random,538,5,cv,5,6,1,5,none,,,,,,
-0.028,-0.027,2,0.982,0.797,Thu Aug 10 00:09:55 2017,widekernelpls,8,1,just random,ignore,none,range01,0.9568101405,random,539,12,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:10:15 2017,WM,8,1,just random,ignore,none,range01,20,,,,,,,,,,,,,,,
-0.041,-0.03,0.579,0.985,0.807,Thu Aug 10 00:10:26 2017,xgbLinear,8,1,just random,ignore,none,range01,0.9568101405,random,541,11,cv,5,6,1,5,8,0.4407334387,0.0792249326,0.5789942534,,,
-0.006,-0.008,65,0.965,0.781,Thu Aug 10 00:10:48 2017,xgbTree,8,1,just random,ignore,none,range01,0.9568101405,random,542,22,cv,5,6,1,5,65,1,0.180048439,9.3321166351,0.5072606442,9,0.7339067313
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:10:53 2017,xyf,8,1,just random,ignore,none,range01,4,,,,,,,,,,,,,,,
0.63,0.638,NA,0.456,0.372,Thu Aug 10 00:34:51 2017,avNNet,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,651,22,cv,5,6,1,5,12,0.0064509924,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:34:54 2017,bag,8,1,polynomial C1 ^ 2,ignore,none,range01,2,,,,,,,,,,,,,,,
0.947,0.946,7,NA,NA,Thu Aug 10 00:35:38 2017,bagEarth,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,653,44,cv,5,6,1,5,7,2,,,,,
0.949,0.945,-1,NA,NA,Thu Aug 10 00:35:51 2017,bagEarthGCV,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,654,13,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:35:56 2017,bam,8,1,polynomial C1 ^ 2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:35:57 2017,bartMachine,8,1,polynomial C1 ^ 2,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.049,-0.04,-1,1.312,1.054,Thu Aug 10 00:35:59 2017,bayesglm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,657,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:36:27 2017,blasso,8,1,polynomial C1 ^ 2,ignore,none,range01,28,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:36:56 2017,blassoAveraged,8,1,polynomial C1 ^ 2,ignore,none,range01,28,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:37:23 2017,bridge,8,1,polynomial C1 ^ 2,ignore,none,range01,27,,,,,,,,,,,,,,,
-0.033,-0.004,433,1.265,1.038,Thu Aug 10 00:38:44 2017,BstLm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,661,80,cv,5,6,1,5,433,0.002107062,,,,,
0.275,0.252,8,0.944,0.728,Thu Aug 10 00:39:02 2017,cforest,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,662,18,cv,5,6,1,5,8,,,,,,
0.582,0.415,0.035,0.737,0.42,Thu Aug 10 00:39:06 2017,ctree,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,663,4,cv,5,6,1,5,0.0348274244,,,,,,
-0.032,-0.003,0.199,1.265,1.037,Thu Aug 10 00:39:10 2017,ctree2,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,664,3,cv,5,6,1,5,5,0.1985273168,,,,,
0.99,0.987,7,0.016,0.01,Thu Aug 10 00:40:17 2017,cubist,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,665,67,cv,5,6,1,5,34,7,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:40:21 2017,DENFIS,8,1,polynomial C1 ^ 2,ignore,none,range01,4,,,,,,,,,,,,,,,
0.107,-0.052,0.004,1.326,0.898,Thu Aug 10 00:40:26 2017,dnn,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,667,5,cv,5,6,1,5,6,3,2,0.0071701985,0.0041067591,,
0.921,0.919,7,NA,NA,Thu Aug 10 00:40:30 2017,earth,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,668,3,cv,5,6,1,5,7,1,,,,,
-0.137,-0.119,NA,1.411,1.142,Thu Aug 10 00:40:32 2017,elm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,669,2,cv,5,6,1,5,13,tansig,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:40:35 2017,enet,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
0.585,0.571,1.809,0.541,0.417,Thu Aug 10 00:43:19 2017,evtree,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,671,162,cv,5,6,1,5,1.8089916417,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:43:20 2017,extraTrees,8,1,polynomial C1 ^ 2,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.03,-0.002,1,1.264,1.035,Thu Aug 10 00:43:22 2017,foba,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,673,2,cv,5,6,1,5,1,6.028409796,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:43:27 2017,gam,8,1,polynomial C1 ^ 2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:43:31 2017,gamboost,8,1,polynomial C1 ^ 2,ignore,none,range01,4,,,,,,,,,,,,,,,
0.929,0.915,3.535,NA,NA,Thu Aug 10 00:43:41 2017,gamSpline,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,676,10,cv,5,6,1,5,3.5345117585,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:43:45 2017,gaussprLinear,8,1,polynomial C1 ^ 2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:43:53 2017,gaussprPoly,8,1,polynomial C1 ^ 2,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:44:02 2017,gaussprRadial,8,1,polynomial C1 ^ 2,ignore,none,range01,9,,,,,,,,,,,,,,,
0.801,0.714,1979,NA,NA,Thu Aug 10 00:45:13 2017,gbm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,680,71,cv,5,6,1,5,1979,8,0.0900358678,7,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:45:37 2017,gbm_h2o,8,1,polynomial C1 ^ 2,ignore,none,range01,23,,,,,,,,,,,,,,,
0.921,0.919,-1,NA,NA,Thu Aug 10 00:45:39 2017,gcvEarth,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,682,2,cv,5,6,1,5,1,,,,,,
-0.049,-0.041,-1,1.313,1.054,Thu Aug 10 00:45:41 2017,glm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,683,2,cv,5,6,1,5,none,,,,,,
-1.295,-0.982,NA,2.499,2.307,Thu Aug 10 00:45:49 2017,glm.nb,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,684,7,cv,5,6,1,5,sqrt,,,,,,
-0.022,0.002,NA,1.259,1.027,Thu Aug 10 00:45:58 2017,glmboost,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,685,8,cv,5,6,1,5,130,yes,,,,,
-0.032,-0.003,0.731,1.265,1.037,Thu Aug 10 00:46:01 2017,glmnet,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,686,3,cv,5,6,1,5,0.2805912886,0.7306986034,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:46:24 2017,glmnet_h2o,8,1,polynomial C1 ^ 2,ignore,none,range01,23,,,,,,,,,,,,,,,
-0.032,-0.003,-1,1.265,1.037,Thu Aug 10 00:46:29 2017,glmStepAIC,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,688,4,cv,5,6,1,5,none,,,,,,
-0.032,-0.005,1,1.267,1.037,Thu Aug 10 00:46:37 2017,icr,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,689,8,cv,5,6,1,5,1,,,,,,
-0.049,-0.041,2,1.312,1.054,Thu Aug 10 00:46:40 2017,kernelpls,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,690,2,cv,5,6,1,5,2,,,,,,
0.402,0.248,NA,0.948,0.601,Thu Aug 10 00:46:51 2017,kknn,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,691,11,cv,5,6,1,5,50,2.2740866854,triangular,,,,
0.193,0.094,42,1.142,0.811,Thu Aug 10 00:46:54 2017,knn,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,692,2,cv,5,6,1,5,42,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:46:57 2017,krlsPoly,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:01 2017,krlsRadial,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.021,-0.004,0.352,1.266,1.026,Thu Aug 10 00:47:03 2017,lars,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,695,2,cv,5,6,1,5,0.3517969286,,,,,,
-0.024,0.001,3,1.26,1.029,Thu Aug 10 00:47:05 2017,lars2,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,696,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:08 2017,lasso,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.043,-0.04,7,1.311,1.048,Thu Aug 10 00:47:11 2017,leapBackward,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,698,2,cv,5,6,1,5,7,,,,,,
-0.021,-0.01,3,1.274,1.027,Thu Aug 10 00:47:13 2017,leapForward,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,699,2,cv,5,6,1,5,3,,,,,,
-0.043,-0.04,7,1.311,1.048,Thu Aug 10 00:47:15 2017,leapSeq,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,700,2,cv,5,6,1,5,7,,,,,,
-0.049,-0.041,-1,1.313,1.054,Thu Aug 10 00:47:17 2017,lm,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,701,2,cv,5,6,1,5,TRUE,,,,,,
-0.032,-0.003,-1,1.265,1.037,Thu Aug 10 00:47:21 2017,lmStepAIC,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,702,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:24 2017,logicBag,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:28 2017,logreg,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:29 2017,M5,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:29 2017,M5Rules,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:36 2017,msaenet,8,1,polynomial C1 ^ 2,ignore,none,range01,7,,,,,,,,,,,,,,,
0.657,0.571,0,0.541,0.345,Thu Aug 10 00:47:41 2017,nnet,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,708,4,cv,5,6,1,5,3,0.0002203489,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:44 2017,nnls,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:47:44 2017,ordinalNet,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
0.967,0.947,9,0.067,0.033,Thu Aug 10 00:48:11 2017,parRF,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,711,26,cv,5,6,1,5,9,,,,,,
-0.026,-0.292,0,1.629,1.032,Thu Aug 10 00:48:18 2017,pcaNNet,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,712,7,cv,5,6,1,5,19,0.0001056819,,,,,
-0.037,-0.008,3,1.27,1.042,Thu Aug 10 00:48:20 2017,pcr,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,713,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:48:27 2017,pls,8,1,polynomial C1 ^ 2,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:48:31 2017,plsRglm,8,1,polynomial C1 ^ 2,ignore,none,range01,4,,,,,,,,,,,,,,,
0.939,0.913,3,NA,NA,Thu Aug 10 00:48:36 2017,ppr,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,716,4,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:48:42 2017,pythonKnnReg,8,1,polynomial C1 ^ 2,ignore,none,range01,11,,,,,,,,,,,,,,,
0.849,0.783,9,0.273,0.152,Thu Aug 10 00:49:23 2017,qrf,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,718,40,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:49:28 2017,qrnn,8,1,polynomial C1 ^ 2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:49:28 2017,randomGLM,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
0.958,0.953,8,0.059,0.042,Thu Aug 10 00:49:38 2017,ranger,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,721,9,cv,5,6,1,5,8,,,,,,
0.956,0.904,9,0.121,0.044,Thu Aug 10 00:52:42 2017,Rborist,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,722,184,cv,5,6,1,5,9,,,,,,
0.009,-0.018,7.62,1.283,0.996,Thu Aug 10 00:52:45 2017,relaxo,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,723,3,cv,5,6,1,5,7.6198918311,0.1824779883,,,,,
0.958,0.951,8,0.062,0.042,Thu Aug 10 00:53:04 2017,rf,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,724,19,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:53:08 2017,ridge,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:53:12 2017,rlm,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
0.854,0.747,0,0.319,0.147,Thu Aug 10 00:53:14 2017,rpart,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,727,2,cv,5,6,1,5,3.08863657250646e-06,,,,,,
0.703,0.677,-1,0.407,0.298,Thu Aug 10 00:53:17 2017,rpart1SE,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,728,2,cv,5,6,1,5,none,,,,,,
0.703,0.677,8,0.407,0.298,Thu Aug 10 00:53:19 2017,rpart2,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,729,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:53:20 2017,rqlasso,8,1,polynomial C1 ^ 2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:53:21 2017,rqnc,8,1,polynomial C1 ^ 2,ignore,none,range01,1,,,,,,,,,,,,,,,
0.966,0.933,0.785,0.084,0.034,Thu Aug 10 00:54:18 2017,RRF,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,732,57,cv,5,6,1,5,9,0.2217300588,0.78539188,,,,
0.961,0.957,0.245,0.054,0.039,Thu Aug 10 00:54:43 2017,RRFglobal,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,733,24,cv,5,6,1,5,8,0.2447655313,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:54:51 2017,rvmLinear,8,1,polynomial C1 ^ 2,ignore,none,range01,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:55:25 2017,rvmPoly,8,1,polynomial C1 ^ 2,ignore,none,range01,34,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:56:04 2017,rvmRadial,8,1,polynomial C1 ^ 2,ignore,none,range01,39,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:56:08 2017,SBC,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
-0.049,-0.041,8,1.313,1.054,Thu Aug 10 00:56:10 2017,simpls,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,738,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:57:14 2017,spikeslab,8,1,polynomial C1 ^ 2,ignore,none,range01,64,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:57:18 2017,spls,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:57:21 2017,superpc,8,1,polynomial C1 ^ 2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:57:22 2017,svmBoundrangeString,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:57:22 2017,svmExpoString,8,1,polynomial C1 ^ 2,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,0.042,NA,NA,Thu Aug 10 00:57:34 2017,svmLinear,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,744,12,cv,5,6,1,5,0.0418270478,,,,,,
0.034,-0.012,0.246,1.276,0.97,Thu Aug 10 00:57:43 2017,svmLinear2,8,1,polynomial C1 ^ 2,ignore,none,range01,1.2607499296,random,745,9,cv,5,6,1,5,0.2457291442,,,,,,
