0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
-0.014,-0.017,-1,1.101,0.855,Thu Aug 10 00:22:26 2017,lm,8,1,just random,ignore,none,asis,1.0830736745,random,594,2,cv,5,6,1,5,TRUE,,,,,,
0,0,-1,1.083,0.844,Thu Aug 10 00:22:30 2017,lmStepAIC,8,1,just random,ignore,none,asis,1.0830736745,random,595,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:34 2017,logicBag,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:37 2017,logreg,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:38 2017,M5,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:39 2017,M5Rules,8,1,just random,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:45 2017,msaenet,8,1,just random,ignore,none,asis,6,,,,,,,,,,,,,,,
-0.005,-0.002,1.167,1.086,0.847,Thu Aug 10 00:22:54 2017,nnet,8,1,just random,ignore,none,asis,1.0830736745,random,601,8,cv,5,6,1,5,13,1.1666204332,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:56 2017,nnls,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:22:57 2017,ordinalNet,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.033,-0.024,1,1.109,0.871,Thu Aug 10 00:23:14 2017,parRF,8,1,just random,ignore,none,asis,1.0830736745,random,604,17,cv,5,6,1,5,1,,,,,,
0,0,0,1.083,0.843,Thu Aug 10 00:23:23 2017,pcaNNet,8,1,just random,ignore,none,asis,1.0830736745,random,605,9,cv,5,6,1,5,9,1.80191778852351e-05,,,,,
-0.005,-0.011,5,1.095,0.848,Thu Aug 10 00:23:25 2017,pcr,8,1,just random,ignore,none,asis,1.0830736745,random,606,2,cv,5,6,1,5,5,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:23:32 2017,pls,8,1,just random,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:23:37 2017,plsRglm,8,1,just random,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.058,-0.046,1,1.133,0.893,Thu Aug 10 00:23:40 2017,ppr,8,1,just random,ignore,none,asis,1.0830736745,random,609,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 00:23:47 2017,pythonKnnReg,8,1,just random,ignore,none,asis,11,,,,,,,,,,,,,,,
-0.652,-0.538,1,1.666,1.393,Thu Aug 10 00:24:10 2017,qrf,8,1,just random,ignore,none,asis,1.0830736745,random,611,23,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:24:15 2017,qrnn,8,1,just random,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:24:15 2017,randomGLM,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.034,-0.027,1,1.112,0.872,Thu Aug 10 00:24:24 2017,ranger,8,1,just random,ignore,none,asis,1.0830736745,random,614,9,cv,5,6,1,5,1,,,,,,
-0.078,-0.059,2,1.147,0.909,Thu Aug 10 00:26:37 2017,Rborist,8,1,just random,ignore,none,asis,1.0830736745,random,615,132,cv,5,6,1,5,2,,,,,,
0,-0.002,7.504,1.085,0.843,Thu Aug 10 00:26:40 2017,relaxo,8,1,just random,ignore,none,asis,1.0830736745,random,616,3,cv,5,6,1,5,7.5040980009,0.9447382083,,,,,
-0.071,-0.055,2,1.143,0.903,Thu Aug 10 00:27:06 2017,rf,8,1,just random,ignore,none,asis,1.0830736745,random,617,26,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:27:09 2017,ridge,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:27:13 2017,rlm,8,1,just random,ignore,none,asis,4,,,,,,,,,,,,,,,
0,0,0.043,1.083,0.844,Thu Aug 10 00:27:16 2017,rpart,8,1,just random,ignore,none,asis,1.0830736745,random,620,2,cv,5,6,1,5,0.0430480382,,,,,,
-0.229,-0.155,-1,1.251,1.037,Thu Aug 10 00:27:18 2017,rpart1SE,8,1,just random,ignore,none,asis,1.0830736745,random,621,2,cv,5,6,1,5,none,,,,,,
-0.092,-0.032,3,1.118,0.921,Thu Aug 10 00:27:21 2017,rpart2,8,1,just random,ignore,none,asis,1.0830736745,random,622,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:27:22 2017,rqlasso,8,1,just random,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:27:22 2017,rqnc,8,1,just random,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:28:32 2017,RRF,8,1,just random,ignore,none,asis,69,,,,,,,,,,,,,,,
-0.031,-0.024,0.946,1.109,0.869,Thu Aug 10 00:28:56 2017,RRFglobal,8,1,just random,ignore,none,asis,1.0830736745,random,626,24,cv,5,6,1,5,1,0.945811803,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:29:05 2017,rvmLinear,8,1,just random,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:29:23 2017,rvmPoly,8,1,just random,ignore,none,asis,18,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:29:51 2017,rvmRadial,8,1,just random,ignore,none,asis,27,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:29:54 2017,SBC,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.014,-0.017,8,1.101,0.855,Thu Aug 10 00:29:57 2017,simpls,8,1,just random,ignore,none,asis,1.0830736745,random,631,2,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:31:01 2017,spikeslab,8,1,just random,ignore,none,asis,64,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:31:04 2017,spls,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:31:07 2017,superpc,8,1,just random,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:31:08 2017,svmBoundrangeString,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:31:09 2017,svmExpoString,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.085,NA,NA,Thu Aug 10 00:31:14 2017,svmLinear,8,1,just random,ignore,none,asis,1.0830736745,random,637,5,cv,5,6,1,5,0.0845994275,,,,,,
-0.016,-0.02,0.033,1.105,0.857,Thu Aug 10 00:31:26 2017,svmLinear2,8,1,just random,ignore,none,asis,1.0830736745,random,638,12,cv,5,6,1,5,0.0326305739,,,,,,
-0.021,-0.026,0.185,1.112,0.861,Thu Aug 10 00:31:33 2017,svmLinear3,8,1,just random,ignore,none,asis,1.0830736745,random,639,7,cv,5,6,1,5,0.1848418949,L2,,,,,
NA,NA,0.899,NA,NA,Thu Aug 10 00:31:56 2017,svmPoly,8,1,just random,ignore,none,asis,1.0830736745,random,640,22,cv,5,6,1,5,2,6.63664889425296e-05,0.8988055742,,,,
NA,NA,0.136,NA,NA,Thu Aug 10 00:32:00 2017,svmRadial,8,1,just random,ignore,none,asis,1.0830736745,random,641,4,cv,5,6,1,5,0.2816621814,0.1355825952,,,,,
NA,NA,1.51,NA,NA,Thu Aug 10 00:32:05 2017,svmRadialCost,8,1,just random,ignore,none,asis,1.0830736745,random,642,5,cv,5,6,1,5,1.5102979325,,,,,,
NA,NA,0.05,NA,NA,Thu Aug 10 00:32:09 2017,svmRadialSigma,8,1,just random,ignore,none,asis,1.0830736745,random,643,3,cv,5,6,1,5,0.0273171275,0.049746452,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:32:10 2017,svmSpectrumString,8,1,just random,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.104,-0.091,-1,1.181,0.931,Thu Aug 10 00:32:15 2017,treebag,8,1,just random,ignore,none,asis,1.0830736745,random,645,5,cv,5,6,1,5,none,,,,,,
-0.011,-0.016,1,1.101,0.853,Thu Aug 10 00:32:27 2017,widekernelpls,8,1,just random,ignore,none,asis,1.0830736745,random,646,11,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:32:58 2017,WM,8,1,just random,ignore,none,asis,31,,,,,,,,,,,,,,,
-0.254,-0.24,1.471,1.343,1.058,Thu Aug 10 00:33:10 2017,xgbLinear,8,1,just random,ignore,none,asis,1.0830736745,random,648,11,cv,5,6,1,5,12,0.007689937,0.0002404571,1.4711516476,,,
-0.065,-0.046,141,1.133,0.898,Thu Aug 10 00:34:15 2017,xgbTree,8,1,just random,ignore,none,asis,1.0830736745,random,649,65,cv,5,6,1,5,141,10,0.4486456558,8.6466767779,0.6868955655,5,0.9215438673
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 00:34:20 2017,xyf,8,1,just random,ignore,none,asis,4,,,,,,,,,,,,,,,
0.452,0.106,NA,1.233,0.526,Thu Aug 10 01:00:41 2017,avNNet,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,758,20,cv,5,6,1,5,9,0.0454502106,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:00:44 2017,bag,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.943,0.905,7,NA,NA,Thu Aug 10 01:01:28 2017,bagEarth,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,760,43,cv,5,6,1,5,7,1,,,,,
0.944,0.917,-1,NA,NA,Thu Aug 10 01:01:40 2017,bagEarthGCV,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,761,12,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:01:45 2017,bam,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:01:45 2017,bartMachine,8,1,polynomial C1 ^ 2,ignore,none,asis,1,,,,,,,,,,,,,,,
-0.05,-0.034,-1,1.425,1.009,Thu Aug 10 01:01:48 2017,bayesglm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,764,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:02:16 2017,blasso,8,1,polynomial C1 ^ 2,ignore,none,asis,28,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:02:45 2017,blassoAveraged,8,1,polynomial C1 ^ 2,ignore,none,asis,28,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:03:12 2017,bridge,8,1,polynomial C1 ^ 2,ignore,none,asis,27,,,,,,,,,,,,,,,
-0.053,-0.033,28,1.423,1.012,Thu Aug 10 01:04:04 2017,BstLm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,768,52,cv,5,6,1,5,28,0.3269273582,,,,,
0.24,0.179,8,1.131,0.73,Thu Aug 10 01:04:21 2017,cforest,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,769,16,cv,5,6,1,5,8,,,,,,
0.717,0.481,0.245,0.715,0.272,Thu Aug 10 01:04:25 2017,ctree,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,770,3,cv,5,6,1,5,0.245311596,,,,,,
0.717,0.481,0.216,0.715,0.272,Thu Aug 10 01:04:29 2017,ctree2,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,771,3,cv,5,6,1,5,13,0.2161621018,,,,,
0.988,0.952,5,0.066,0.011,Thu Aug 10 01:06:18 2017,cubist,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,772,109,cv,5,6,1,5,75,5,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:06:22 2017,DENFIS,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.02,-0.001,0.046,1.38,0.98,Thu Aug 10 01:06:27 2017,dnn,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,774,5,cv,5,6,1,5,15,8,19,0.0189557813,0.0462006106,,
0.909,0.906,7,NA,NA,Thu Aug 10 01:06:31 2017,earth,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,775,3,cv,5,6,1,5,7,1,,,,,
-0.05,-0.034,NA,1.425,1.009,Thu Aug 10 01:06:33 2017,elm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,776,2,cv,5,6,1,5,18,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:06:37 2017,enet,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.577,0.534,1.783,0.642,0.406,Thu Aug 10 01:09:28 2017,evtree,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,778,171,cv,5,6,1,5,1.7827360556,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:09:29 2017,extraTrees,8,1,polynomial C1 ^ 2,ignore,none,asis,1,,,,,,,,,,,,,,,
-0.043,-0.023,7,1.41,1.002,Thu Aug 10 01:09:32 2017,foba,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,780,2,cv,5,6,1,5,7,0.6145232544,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:09:36 2017,gam,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:09:40 2017,gamboost,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.925,0.862,3.711,NA,NA,Thu Aug 10 01:09:50 2017,gamSpline,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,783,9,cv,5,6,1,5,3.7106462277,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:09:54 2017,gaussprLinear,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:10:02 2017,gaussprPoly,8,1,polynomial C1 ^ 2,ignore,none,asis,7,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:10:11 2017,gaussprRadial,8,1,polynomial C1 ^ 2,ignore,none,asis,9,,,,,,,,,,,,,,,
0.582,0.47,2508,NA,NA,Thu Aug 10 01:10:40 2017,gbm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,787,29,cv,5,6,1,5,2508,3,0.5003654932,10,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:11:03 2017,gbm_h2o,8,1,polynomial C1 ^ 2,ignore,none,asis,23,,,,,,,,,,,,,,,
0.909,0.906,-1,NA,NA,Thu Aug 10 01:11:05 2017,gcvEarth,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,789,2,cv,5,6,1,5,1,,,,,,
-0.05,-0.034,-1,1.425,1.009,Thu Aug 10 01:11:07 2017,glm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,790,2,cv,5,6,1,5,none,,,,,,
-0.008,-0.214,NA,NA,NA,Thu Aug 10 01:11:14 2017,glm.nb,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,791,6,cv,5,6,1,5,log,,,,,,
-0.04,-0.013,NA,1.397,0.999,Thu Aug 10 01:11:25 2017,glmboost,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,792,11,cv,5,6,1,5,374,yes,,,,,
-0.039,-0.003,4.795,1.383,0.998,Thu Aug 10 01:11:28 2017,glmnet,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,793,3,cv,5,6,1,5,0.2377960046,4.7953603807,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:11:52 2017,glmnet_h2o,8,1,polynomial C1 ^ 2,ignore,none,asis,23,,,,,,,,,,,,,,,
-0.047,-0.022,-1,1.409,1.006,Thu Aug 10 01:11:56 2017,glmStepAIC,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,795,4,cv,5,6,1,5,none,,,,,,
-0.066,-0.019,2,1.405,1.025,Thu Aug 10 01:12:06 2017,icr,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,796,9,cv,5,6,1,5,2,,,,,,
-0.05,-0.034,8,1.425,1.009,Thu Aug 10 01:12:08 2017,kernelpls,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,797,2,cv,5,6,1,5,8,,,,,,
0.394,0.383,NA,0.85,0.583,Thu Aug 10 01:12:21 2017,kknn,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,798,13,cv,5,6,1,5,38,2.4529096687,triweight,,,,
0.349,0.323,2,0.933,0.625,Thu Aug 10 01:12:23 2017,knn,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,799,2,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:27 2017,krlsPoly,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:31 2017,krlsRadial,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.039,-0.004,0.032,1.385,0.998,Thu Aug 10 01:12:33 2017,lars,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,802,2,cv,5,6,1,5,0.0320782424,,,,,,
-0.039,-0.003,1,1.383,0.998,Thu Aug 10 01:12:35 2017,lars2,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,803,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:38 2017,lasso,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.049,-0.042,3,1.437,1.008,Thu Aug 10 01:12:40 2017,leapBackward,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,805,2,cv,5,6,1,5,3,,,,,,
-0.043,-0.035,5,1.426,1.002,Thu Aug 10 01:12:42 2017,leapForward,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,806,2,cv,5,6,1,5,5,,,,,,
-0.049,-0.042,3,1.437,1.008,Thu Aug 10 01:12:44 2017,leapSeq,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,807,2,cv,5,6,1,5,3,,,,,,
-0.05,-0.034,-1,1.425,1.009,Thu Aug 10 01:12:47 2017,lm,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,808,2,cv,5,6,1,5,TRUE,,,,,,
-0.047,-0.022,-1,1.409,1.006,Thu Aug 10 01:12:51 2017,lmStepAIC,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,809,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:54 2017,logicBag,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:57 2017,logreg,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:58 2017,M5,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:12:59 2017,M5Rules,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.038,-0.026,2.579,1.414,0.998,Thu Aug 10 01:13:08 2017,msaenet,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,814,8,cv,5,6,1,5,0.3237716134,10,2.5787986833,,,,
0.464,0.107,0.007,1.231,0.516,Thu Aug 10 01:13:15 2017,nnet,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,815,7,cv,5,6,1,5,13,0.0068828754,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:13:18 2017,nnls,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:13:18 2017,ordinalNet,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
0.932,0.78,9,0.304,0.065,Thu Aug 10 01:13:42 2017,parRF,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,818,24,cv,5,6,1,5,9,,,,,,
0.464,0.107,0.01,1.231,0.515,Thu Aug 10 01:13:51 2017,pcaNNet,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,819,8,cv,5,6,1,5,19,0.0097187674,,,,,
-0.045,-0.008,4,1.389,1.004,Thu Aug 10 01:13:53 2017,pcr,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,820,2,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 01:14:00 2017,pls,8,1,polynomial C1 ^ 2,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:14:04 2017,plsRglm,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.972,0.915,1,NA,NA,Thu Aug 10 01:14:07 2017,ppr,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,823,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 01:14:14 2017,pythonKnnReg,8,1,polynomial C1 ^ 2,ignore,none,asis,10,,,,,,,,,,,,,,,
0.559,0.388,6,0.843,0.424,Thu Aug 10 01:14:37 2017,qrf,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,825,22,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:14:42 2017,qrnn,8,1,polynomial C1 ^ 2,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:14:42 2017,randomGLM,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
0.913,0.753,8,0.341,0.083,Thu Aug 10 01:14:50 2017,ranger,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,828,8,cv,5,6,1,5,8,,,,,,
0.947,0.805,9,0.269,0.051,Thu Aug 10 01:17:17 2017,Rborist,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,829,147,cv,5,6,1,5,9,,,,,,
-0.065,-0.259,53.563,NA,NA,Thu Aug 10 01:17:20 2017,relaxo,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,830,3,cv,5,6,1,5,53.5629201363,0.631363929,,,,,
0.884,0.729,7,0.374,0.112,Thu Aug 10 01:17:44 2017,rf,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,831,23,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:17:47 2017,ridge,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:17:51 2017,rlm,8,1,polynomial C1 ^ 2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.742,0.502,0,0.686,0.247,Thu Aug 10 01:17:54 2017,rpart,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,834,2,cv,5,6,1,5,0,,,,,,
0.564,0.459,-1,0.745,0.419,Thu Aug 10 01:17:56 2017,rpart1SE,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,835,2,cv,5,6,1,5,none,,,,,,
0.564,0.459,7,0.745,0.419,Thu Aug 10 01:17:58 2017,rpart2,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,836,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:17:59 2017,rqlasso,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:18:00 2017,rqnc,8,1,polynomial C1 ^ 2,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:19:46 2017,RRF,8,1,polynomial C1 ^ 2,ignore,none,asis,106,,,,,,,,,,,,,,,
0.844,0.675,0.648,0.447,0.15,Thu Aug 10 01:20:09 2017,RRFglobal,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,840,22,cv,5,6,1,5,6,0.6479710806,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:20:16 2017,rvmLinear,8,1,polynomial C1 ^ 2,ignore,none,asis,7,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:21:03 2017,rvmPoly,8,1,polynomial C1 ^ 2,ignore,none,asis,47,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:21:46 2017,rvmRadial,8,1,polynomial C1 ^ 2,ignore,none,asis,43,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:21:50 2017,SBC,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.053,-0.033,1,1.424,1.012,Thu Aug 10 01:21:52 2017,simpls,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,845,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:22:57 2017,spikeslab,8,1,polynomial C1 ^ 2,ignore,none,asis,65,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:23:01 2017,spls,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:23:04 2017,superpc,8,1,polynomial C1 ^ 2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:23:04 2017,svmBoundrangeString,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 01:23:05 2017,svmExpoString,8,1,polynomial C1 ^ 2,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,0.039,NA,NA,Thu Aug 10 01:23:16 2017,svmLinear,8,1,polynomial C1 ^ 2,ignore,none,asis,1.3784475054,random,851,11,cv,5,6,1,5,0.0392251093,,,,,,
